순번,회사명,대표자명,지식산업센터명,공장대표주소,전화번호,팩스번호,최초설립승인일,설립승인일,최초공장등록일,공장등록일,공장용지면적(제곱미터),제조시설면적(제곱미터),부대시설면적(제곱미터),업종번호,업종명,용도지역
8193,예스퍼니처,오○○,해당없음,부산광역시 강서구 공항로339번길 137-26 (대저2동),051-941-3962,미등록,미등록,미등록,2006-09-18,2010-12-22,0,224.9,0,32029,기타 목재가구 제조업,도시지역/주거지역/제1종일반주거지역
8194,예인금속,전○○,해당없음,"부산광역시 사상구 낙동대로988번길 4 (감전동, 대우금속)",051-325-0150,051-314-0890,2006-01-16,미등록,2006-01-16,2006-01-16,125,168.92,41.48,25922,도금업,도시지역/공업지역/전용공업지역
8195,예인산업,신○○○○○○○,해당없음,부산광역시 강서구 녹산산단261로13번길 46 (송정동),051-2031-1341,미등록,2021-05-18,2021-05-18,2021-07-13,2021-07-13,2082.6,1909.5,408.68,22241,운송장비 조립용 플라스틱제품 제조업,도시지역/공업지역/일반공업지역
8196,예지정밀,김○○,해당없음,"부산광역시 사상구 낙동대로1292번길 9 (삼락동, 예지정밀)",051-304-0248,051-304-0968,미등록,미등록,2004-05-25,2024-05-02,759,383.36,674.34,"29141, 13224, 13229, 20132, 20202, 22191, 22192, 25113, 25114, 25121, 25130, 25200, 25912, 25913, 25914, 25931, 25933, 25941, 25942, 25943, 25992, 25994, 25995, 25999, 26422, 26429, 26529, 27192, 27193, 27194, 27195, 27309, 28121, 28122, 28421, 28422, 28429, 29111, 29120, 29131, 29132, 29133, 29142, 29163, 29169, 29172, 29173, 29174, 29176, 29177, 29192, 29199, 29250, 29293, 30110, 30310, 30320, 30331, 30391, 30392, 30399, 30400, 31114, 31202, 31311, 31312, 31910",구름베어링 제조업 외 66종,도시지역/공업지역/준공업지역
8197,예진산업,손○○,해당없음,부산광역시 강서구 미음국제5로다길 12(미음동),051-972-6806,051-972-6807,2013-11-05,2013-11-05,2021-03-10,2021-03-10,1059.3,702,84,25122,금속탱크 및 저장용기 제조업,도시지역/공업지역/일반공업지역
8198,예진산업기계,김○○,해당없음,부산광역시 강서구 과학산단2로43번길 12 (지사동),051-831-0152,051-831-0157,2015-10-01,미등록,2015-10-02,2015-10-02,1692.1,958.6,333.48,31114,선박 구성 부분품 제조업,도시지역/공업지역/일반공업지역
8199,예진에프앤지(주),홍○○,해당없음,부산광역시 사하구 하신번영로 111(신평동),051-201-5450,051-201-1672,2021-09-06,2021-09-06,2023-03-09,2023-03-09,2721.8,1588.88,5427.62,13212,모직물 직조업,도시지역/공업지역/전용공업지역
8200,예진에프앤지(주),홍○○,해당없음,부산광역시 사하구 다산로53번길 26 (다대동),02-3487-0521,미등록,2014-06-26,2014-06-26,2014-07-10,2014-07-10,3597.1,1100,2328.91,13212,모직물 직조업,도시지역/공업지역/일반공업지역
8201,예진에프앤지(주) 신평공장,홍○○,해당없음,부산광역시 사하구 신산로 33 (신평동),051-201-5450,051-201-1672,2007-02-08,2007-02-08,2007-03-15,2007-03-15,3633.9,2365.75,4754.3,13402,"직물, 편조원단 및 의복류 염색 가공업",도시지역/공업지역/전용공업지역
8202,오곡대장제면소,홍○○○○○○○,해당없음,"부산광역시 부산진구 백양산로54번길 13, 2층(부암동, 한솔빌딩)",051-512-5333,051-804-5333,미등록,미등록,2023-12-20,2023-12-20,434.8,200,22.81,10820,"면류, 마카로니 및 유사식품 제조업",도시지역/주거지역/준주거지역
8203,오공산업,이○○,해당없음,부산광역시 기장군 정관면 산단5로 100-126 (오공산업),051-728-6088,051-727-6288,2001-09-14,2001-09-14,2002-02-01,2005-12-16,2479,820.35,144.72,"38321, 38322",비금속류 해체 및 선별업 외 1종,도시지역/녹지지역/자연녹지지역
8204,오구,오○○,해당없음,"부산광역시 영도구 남항서로 52, 오구 (남항동3가)",051-414-5949,0504-072-5949,미등록,미등록,2026-03-03,2026-03-03,838.4,2.2,90.18,10891,커피 가공업,도시지역/공업지역/준공업지역
8205,오대토이즈,오○○,해당없음,부산광역시 연제구 거제대로 215 (거제동),051-852-2233,051-862-6488,1998-01-01,1998-01-01,1998-06-08,2005-03-31,446,315,130.5,33401,인형 및 장난감 제조업,도시지역/주거지역
8206,오렌슈츠 주식회사,김○○,해당없음,"부산광역시 북구 금곡대로 460, 3층(금곡동, OS타워)",051-582-2043,051-582-2045,미등록,미등록,2021-09-17,2024-06-11,229.26,100.26,129,"33999, 13229, 14419, 22299",그 외 기타 달리 분류되지 않은 제품 제조업 외 3종,도시지역/주거지역/제2종일반주거지역
8207,오륙도,황○○,해당없음,부산광역시 강서구 맥도강변길171번길 63 (대저2동),051-971-0575,미등록,미등록,미등록,2018-06-21,2018-06-21,886,448.97,0,20422,"치약, 비누 및 기타 세제 제조업",도시지역/주거지역/제1종일반주거지역
8208,오륙도스쿨베이직(F/S아일랜드),이○○,해당없음,"부산광역시 남구 전포대로122번길 18 (문현동, 지오칼라)",051-314-7174,미등록,미등록,미등록,2014-08-27,2017-08-16,205.24,485.577,78.903,"14191, 14192",셔츠 및 블라우스 제조업 외 1종,도시지역/상업지역/일반상업지역
8209,오륜산업(주),박○○,해당없음,부산광역시 강서구 녹산산단290로 19 (송정동),051-831-1751,051-831-1755,2000-03-07,미등록,2000-09-26,2012-06-13,1990.8,747.6,348.6,"20499, 20495, 21301",그 외 기타 분류 안된 화학제품 제조업 외 2종,도시지역/공업지역/일반공업지역
8210,오르텍(주),하○○,해당없음,부산광역시 사상구 덕상로 68 (덕포동),051-305-0895,051-305-0897,미등록,미등록,2017-03-07,2018-10-18,509,490.56,391.46,"27192, 13224, 13229, 13991, 14111, 14112, 14191, 14192, 14499, 15129, 27193, 27194",치과기공물 제조업 외 11종,도시지역/주거지역/제2종일반주거지역
8211,오리온산업(주),박○○,해당없음,부산광역시 강서구 녹산산업중로167번길 26 (송정동) (총 2 필지),051-831-2211,051-831-2216,1999-04-10,1999-04-10,1999-12-21,2004-08-18,3630.7,2211,434.77,"23324, 20493, 23325, 23326, 23329","콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 4종",도시지역/공업지역/일반공업지역
8212,오림기획,길○○,해당없음,부산광역시 강서구 평강로434번가길 16 (대저1동),051-313-3580,미등록,미등록,미등록,2016-11-25,2016-11-25,892,123.96,0,33910,간판 및 광고물 제조업,도시지역/주거지역/제1종일반주거지역
8213,오복F&C,채○○,해당없음,부산광역시 사하구 을숙도대로 867 (감천동),051-205-8911,051-207-4674,2016-09-19,2021-11-12,2016-09-20,2021-11-16,0,770,1217.1,10833,장류 제조업,도시지역/공업지역/준공업지역
8214,오복F&G,채○○,해당없음,부산광역시 사하구 을숙도대로 867 (감천동),051-205-8911,051-207-4674,2021-11-12,2021-11-12,2016-10-14,2021-11-16,0,564.26,73,"22299, 10832",그 외 기타 플라스틱 제품 제조업 외 1종,도시지역/공업지역/준공업지역
8215,오비스텍,남○○,해당없음,"부산광역시 기장군 정관읍 정관상곡1길 26, 1동",미등록,미등록,미등록,미등록,2021-09-28,2021-09-28,731,123.1,123.8,20313,유기질 비료 및 상토 제조업,도시지역/공업지역/일반공업지역
8216,오산정공,장○○,해당없음,부산광역시 강서구 식만로 275-1 (식만동),051-973-1574,051-973-1575,미등록,미등록,2011-02-11,2011-02-11,730,384,0,25924,절삭가공 및 유사처리업,도시지역/주거지역/제1종일반주거지역
8217,오성계기,김○○,해당없음,"부산광역시 금정구 부곡로 127 (부곡동, 부곡엘지아파트)",051-583-7411,051-583-7413,미등록,미등록,2000-12-14,2000-12-14,116.21,116.21,0,27212,"전자기 측정, 시험 및 분석기구 제조업",도시지역/공업지역/준공업지역
8218,오성기계,성○○,해당없음,부산광역시 강서구 공항앞길85번길 101 (대저2동),051-941-7377,051-941-7378,미등록,미등록,2012-12-03,2012-12-03,753,435,0,25924,절삭가공 및 유사처리업,도시지역/주거지역/제1종일반주거지역
8219,오성단조부산사무소,최○○,해당없음,부산광역시 강서구 신호산단3로88번길 35 (신호동),051-972-9041,051-973-9041,2013-07-03,2013-07-03,2013-07-03,2013-07-03,0,97.5,0,25924,절삭가공 및 유사처리업,도시지역/공업지역/일반공업지역
8220,오성산업,이○○,해당없음,부산광역시 강서구 녹산산단262로 11 (송정동),051-831-0786,51,2001-06-15,미등록,2001-05-29,2001-05-29,0,175,0,22214,플라스틱 합성피혁 제조업,도시지역/공업지역/일반공업지역
8221,오성스텐,홍○○,해당없음,부산광역시 강서구 공항앞길33번길 86-1 (대저2동),051-973-8676,051-973-8687,미등록,미등록,2010-04-02,2010-04-02,1638,492,0,24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",도시지역/주거지역/제1종일반주거지역
8222,오성엔텍,김○○,해당없음,부산광역시 기장군 정관읍 산단4로 2-62 (아쿠아ENG),미등록,미등록,미등록,미등록,2013-09-12,2013-09-12,0,100,0,31114,선박 구성 부분품 제조업,도시지역/공업지역/일반공업지역
8223,오성엔텍(주),임○○,해당없음,부산광역시 강서구 낙동남로511번길 43 (녹산동),051-754-6288,051-752-6202,2013-12-23,2013-12-23,2017-05-29,2025-04-02,1660,969.8,459.82,"33932, 25929, 30320, 30391, 30392, 30399, 30400",전시용 모형 제조업 외 6종,도시지역/공업지역/일반공업지역
8224,오성염직,박○○,해당없음,부산광역시 사상구 낙동대로902번길 45 (감전동),051-326-3761,051-324-5808,미등록,미등록,2015-03-17,2015-03-17,479.3,299.25,0,13401,솜 및 실 염색가공업,도시지역/공업지역/전용공업지역
8225,오성유압,정○○,해당없음,부산광역시 강서구 제도로1041번나길 7 (강동동),미등록,051-714-3554,미등록,미등록,2013-07-15,2013-07-15,781,378,0,29221,전자 응용 절삭기계 제조업,도시지역/주거지역/제1종일반주거지역
8226,오성정밀,이○○,해당없음,부산광역시 사상구 모덕로27번길 50 (삼락동),051-304-9224,051-303-9224,2011-06-27,2011-06-27,2011-10-12,2011-10-12,535.5,563.79,150.79,25924,절삭가공 및 유사처리업,도시지역/공업지역/준공업지역
8227,오성휠타,김○○,해당없음,"부산광역시 강서구 녹산산단231로 58,  (송정동, 1565-1) (송정동)",051-831-0204,051-831-0206,2000-06-13,미등록,2000-06-14,2012-10-31,500,400,0,29175,기체 여과기 제조업,도시지역/공업지역/일반공업지역
8228,오션마린,김○○,해당없음,"부산광역시 사하구 을숙도대로755번길 15-6, 2층 (구평동)",051-205-5597,051-205-5598,미등록,미등록,2018-06-27,2019-12-02,363,330,33,29176,액체 여과기 제조업,도시지역/공업지역/준공업지역
8229,오션마린테크,차○○,해당없음,부산광역시 영도구 해양로65번길 27 (청학동),051-941-7352,051-941-7355,미등록,미등록,2017-02-08,2017-02-08,562,321.4,624.4,13922,어망 및 기타 끈 가공품 제조업,도시지역/공업지역/전용공업지역
8230,오션메탈,조○○,해당없음,부산광역시 강서구 과학산단1로 145 (지사동),미등록,미등록,2019-10-24,미등록,2020-03-31,2020-03-31,0,697.73,138.6,25924,절삭가공 및 유사처리업,도시지역/공업지역/일반공업지역
8231,오션엔지니어링,배○○,해당없음,"부산광역시 서구 충무대로34번길 37-7 (암남동, 월드오피스텔)",미등록,미등록,미등록,미등록,2012-01-04,2012-01-04,49.5,30,19.5,31114,선박 구성 부분품 제조업,도시지역/주거지역/제2종일반주거지역
8232,오션터보텍,송○○,해당없음,부산광역시 영도구 남항서로 4 (남항동3가),051-413-5665,051-413-5663,미등록,미등록,2017-12-05,2017-12-05,0,30,10,31114,선박 구성 부분품 제조업,도시지역/공업지역/준공업지역
8233,오션테크엔지니어링 주식회사,김○○,해당없음,부산광역시 영도구 해양로195번나길 21 (동삼동),051-415-5030,051-415-5032,미등록,미등록,2023-08-01,2023-08-01,551,231,168.3,31114,선박 구성 부분품 제조업,도시지역/공업지역/전용공업지역
8234,오스템임플란트(주),김○○,해당없음,부산광역시 해운대구 반송로513번길 66-16 (석대동),051-850-2510,051-861-4693,2011-11-24,미등록,2014-12-09,2024-09-04,4377,8107.27,11000.78,"27191, 27192, 27193, 27194, 27199",치과용 기기 제조업 외 4종,도시지역/공업지역/일반공업지역
8235,오스템임플란트(주),김○○,아이티타워,"부산광역시 해운대구 반송로525번길 25, B1층 B101호 (석대동)",051-850-2510,051-861-4693,2020-02-27,2020-02-27,2020-04-20,2024-09-04,381.2,1317.2,373.65,27191,치과용 기기 제조업,도시지역/공업지역/일반공업지역
8236,오스템임플란트(주),김○○,해당없음,부산광역시 해운대구 반송로513번길 66-48(석대동),051-850-2514,미등록,2022-11-14,미등록,2023-05-17,2024-09-04,6880.3,11219.17,2480.58,"27192, 27191, 27193, 27194",치과기공물 제조업 외 3종,도시지역/공업지역/일반공업지역
8237,오승,박○○,해당없음,부산광역시 사상구 새벽로167번길 120 (감전동),051-327-5119,051-323-5119,미등록,미등록,2011-03-31,2017-07-28,278,194.25,194.25,28901,전기경보 및 신호장치 제조업,도시지역/공업지역/준공업지역
8238,오승산업,오○○,해당없음,부산광역시 사상구 학감대로252번길 83 (주례동),051-311-4052,미등록,2021-02-02,2024-05-02,2021-02-03,2025-02-27,673.1,40,122.64,"31114, 22191, 22199, 22232, 25200, 25913, 25914, 25941, 25943, 28111, 29111, 29120, 29131, 29133, 29141, 29142, 29163, 29176, 29177, 29192, 29199, 29241, 30110, 30121, 30122, 30123, 30124, 30331, 30391, 30399, 31311, 31322, 31910",선박 구성 부분품 제조업 외 32종,도시지역/공업지역/준공업지역
8239,오승종이,박○○○○○○○,해당없음,부산광역시 강서구 금호순서길282번나길 37-7 (대저2동),051-255-7718,051-255-7719,미등록,미등록,2011-06-17,2025-03-28,330,159,0,"17901, 17103, 17106",문구용 종이제품 제조업 외 2종,도시지역/녹지지역/자연녹지지역
8240,오싸이언스,문○○○○○○,펜타플렉스 부산,"부산광역시 사하구 신산로 120, 8층 826호 (신평동)",미등록,미등록,2024-06-14,2024-06-14,2024-12-06,2024-12-06,0,100,22.12,"20499, 21301",그 외 기타 분류 안된 화학제품 제조업 외 1종,도시지역/공업지역/준공업지역
8241,오앤리오토메이션 주식회사,오○○○○○○○,펜타플렉스 부산,"부산광역시 사하구 신산로 120,  8층 814호  (신평동) 8층 814호",051-918-9258,미등록,2024-11-11,2024-11-11,2025-02-07,2026-03-23,0,1,60.37,"10891, 27216",커피 가공업 외 1종,도시지역/공업지역/준공업지역
8242,오양식품,전○○,해당없음,부산광역시 사상구 장인로 34 (감전동),051-325-3318,051-327-1123,1998-01-01,1998-01-01,1981-06-06,2008-11-05,330,330,0,"10892, 10899",차류 가공업 외 1종,도시지역/공업지역/전용공업지역
